,Year,Team,Player,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,SOS
184,2004,NYK,Trevor Ariza,Career,UCLA,,25.0,23.0,31.6,4.3,10.0,0.426,3.6,7.0,0.509,0.7,3.0,0.237,2.3,4.5,0.504,2.4,4.0,6.5,2.1,1.7,0.4,3.2,2.8,11.6,,6.82
185,2004,NOH,Tim Pickett,Career,Florida State,,62.0,62.0,31.4,5.7,13.9,0.408,2.5,5.4,0.473,3.1,8.5,0.36700000000000005,2.3,2.8,0.8140000000000001,1.0,4.0,5.1,2.1,2.6,0.4,2.3,2.7,16.7,,8.03
186,2004,CHA,Bernard Robinson,Career,Michigan,,120.0,104.0,30.6,4.6,10.4,0.44,4.0,8.5,0.47200000000000003,0.6,1.9,0.297,2.8,3.4,0.8140000000000001,1.3,4.0,5.3,3.0,1.4,0.4,2.9,2.5,12.5,,8.4
187,2004,MIA,Pape Sow,Career,Cal State Fullerton,,72.0,70.0,32.4,5.3,11.3,0.46799999999999997,5.0,10.4,0.484,0.3,0.9,0.294,4.9,7.3,0.667,2.8,6.2,9.1,0.8,1.4,0.8,2.6,3.6,15.8,,-1.62
188,2004,SAC,Ricky Minard,Career,Morehead State,,114.0,112.0,33.7,7.2,14.7,0.488,5.2,9.3,0.5539999999999999,2.0,5.3,0.37200000000000005,4.6,5.8,0.7959999999999999,1.6,4.8,6.4,3.7,2.1,0.6,3.0,2.8,20.9,,-3.56
189,2004,NJN,Christian Drejer,Career,Florida,,38.0,20.0,22.8,2.4,5.3,0.455,1.7,3.4,0.5,0.7,1.9,0.37799999999999995,1.5,1.9,0.767,0.6,2.7,3.3,3.2,0.7,0.2,1.7,2.2,7.1,,8.47
190,2004,SAS,Romain Sato,Career,Xavier,,130.0,130.0,34.8,4.8,11.5,0.41700000000000004,2.4,5.0,0.48100000000000004,2.4,6.4,0.36700000000000005,3.5,4.5,0.7759999999999999,1.9,5.0,6.9,2.0,1.0,0.3,1.6,2.4,15.4,,4.78
191,2004,MIA,Matt Freije,Career,Vanderbilt,,121.0,111.0,28.7,5.2,11.7,0.44799999999999995,3.7,7.4,0.501,1.5,4.3,0.355,3.7,4.7,0.7859999999999999,1.6,3.3,4.9,0.9,0.7,0.6,1.4,2.2,15.6,,8.36
192,2004,DET,Rickey Paulding,Career,Missouri,,131.0,94.0,28.2,4.4,10.0,0.444,3.0,6.0,0.494,1.5,4.0,0.36700000000000005,2.5,3.2,0.763,1.7,2.4,4.0,1.8,0.8,0.4,2.1,1.8,12.8,,8.8
193,2004,HOU,Luis Flores,Career,Overall,,119.0,89.0,30.7,5.7,12.7,0.451,4.3,9.0,0.48,1.4,3.7,0.379,5.3,6.1,0.87,,,3.7,1.9,1.5,0.2,2.5,2.1,18.2,,-1.06
194,2004,LAL,Marcus Douthit,Career,Providence,,122.0,61.0,21.0,2.3,5.2,0.43799999999999994,2.3,5.2,0.439,0.0,0.0,0.0,1.3,1.9,0.7,1.5,3.1,4.6,1.5,0.9,2.4,2.3,2.8,5.9,,6.5
195,2004,MIN,Blake Stepp,Career,Gonzaga,,128.0,126.0,31.8,3.9,9.3,0.41700000000000004,1.6,3.4,0.478,2.3,5.9,0.381,3.0,3.7,0.813,0.6,3.3,3.9,5.0,1.2,0.1,2.7,1.7,13.0,,2.05
196,2004,IND,Rashad Wright,Career,Georgia,,119.0,110.0,32.9,2.9,7.2,0.402,1.9,4.2,0.446,1.0,3.0,0.341,2.2,3.1,0.684,0.6,2.2,2.7,4.1,1.4,0.3,2.1,2.0,8.9,,10.35
197,2005,MIL,Andrew Bogut,Career,Utah,,68.0,68.0,32.7,6.6,10.9,0.603,6.4,10.4,0.616,0.2,0.5,0.361,3.2,4.7,0.674,3.5,7.6,11.1,2.3,0.7,1.6,2.7,2.3,16.6,,4.53
198,2005,ATL,Marvin Williams,Career,UNC,,36.0,0.0,22.2,3.5,6.9,0.506,2.9,5.6,0.522,0.5,1.2,0.43200000000000005,3.8,4.5,0.847,1.8,4.8,6.6,0.7,1.1,0.5,1.6,2.6,11.3,,10.66
201,2005,CHA,Raymond Felton,Career,UNC,,101.0,100.0,33.9,4.1,9.7,0.423,2.4,5.1,0.467,1.7,4.6,0.375,2.6,3.5,0.731,0.7,3.4,4.1,6.9,1.9,0.3,3.6,2.3,12.5,,11.0
202,2005,TOR,Charlie Villanueva,Career,UConn,,63.0,35.0,22.3,4.3,8.3,0.518,3.9,7.4,0.534,0.4,1.0,0.39299999999999996,2.2,3.2,0.6809999999999999,2.2,4.6,6.7,1.0,0.4,1.7,1.7,2.2,11.2,,7.7
203,2005,NYK,Channing Frye,Career,Arizona,,133.0,119.0,27.7,5.3,9.5,0.562,5.3,9.3,0.568,0.0,0.2,0.261,2.8,3.7,0.759,2.8,4.6,7.3,1.3,0.6,1.9,1.4,2.8,13.5,,9.02
204,2005,GSW,Ike Diogu,Career,Arizona State,,91.0,91.0,35.1,6.8,11.9,0.5710000000000001,6.3,10.7,0.591,0.5,1.2,0.387,7.4,9.4,0.7859999999999999,3.4,5.5,8.8,1.2,0.4,1.7,3.4,2.8,21.4,,6.66
205,2005,CHA,Sean May,Career,UNC,,77.0,75.0,27.8,5.7,11.2,0.513,5.7,11.1,0.519,0.0,0.1,0.0,4.3,6.0,0.7170000000000001,3.5,6.5,10.0,1.5,1.3,1.2,2.4,2.4,15.8,,11.0
206,2005,MIN,Rashad McCants,Career,UNC,,98.0,90.0,29.2,6.3,12.9,0.486,4.0,7.4,0.5379999999999999,2.3,5.4,0.415,2.8,3.8,0.721,1.5,2.6,4.1,2.1,1.5,0.6,2.2,2.4,17.6,,11.0
207,2005,NJN,Antoine Wright,Career,Texas A&M,,87.0,83.0,32.1,5.4,13.0,0.41200000000000003,3.3,7.5,0.439,2.1,5.5,0.376,2.6,4.0,0.648,1.4,4.2,5.6,2.1,1.1,0.6,2.3,2.6,15.4,,5.15
208,2005,TOR,Joey Graham,Career,Overall,,128.0,109.0,26.1,4.7,8.8,0.527,4.1,7.4,0.557,0.6,1.5,0.378,3.1,3.9,0.809,1.6,3.6,5.2,1.6,0.8,0.3,2.2,2.9,13.0,,1.32
210,2005,MEM,Hakim Warrick,Career,Syracuse,,135.0,119.0,31.0,5.7,10.6,0.536,5.6,10.3,0.544,0.1,0.3,0.25,3.9,5.9,0.659,2.9,4.7,7.6,1.5,1.0,0.9,2.3,2.4,15.4,,7.34
211,2005,DEN,Julius Hodge,Career,NC State,,129.0,125.0,33.0,5.2,10.9,0.473,4.3,8.2,0.52,0.9,2.7,0.32899999999999996,4.6,6.1,0.76,2.0,4.0,6.0,3.5,1.2,0.6,2.6,2.5,15.8,,8.87
212,2005,PHO,Nate Robinson,Career,Washington,,89.0,66.0,28.2,5.0,11.0,0.457,3.6,6.9,0.523,1.4,4.1,0.348,3.0,3.7,0.7929999999999999,1.6,2.3,3.9,3.2,1.6,0.1,2.0,2.6,14.4,,7.12
213,2005,DEN,Jarrett Jack,Career,Georgia Tech,,101.0,100.0,32.3,4.0,8.4,0.478,3.1,5.9,0.53,0.9,2.6,0.359,3.6,4.5,0.7959999999999999,0.4,4.0,4.5,5.4,1.8,0.1,3.3,2.0,12.5,,9.64
214,2005,SAC,Francisco García,Career,Louisville,,98.0,80.0,28.1,4.7,10.5,0.44799999999999995,2.9,5.5,0.519,1.8,5.0,0.369,3.2,3.7,0.8490000000000001,1.2,2.7,3.9,3.5,1.5,1.4,2.4,2.7,14.4,,6.66
215,2005,HOU,Luther Head,Career,Illinois,,128.0,84.0,25.4,3.5,7.5,0.473,1.9,3.2,0.594,1.6,4.3,0.382,1.4,1.9,0.752,0.7,2.5,3.1,2.5,1.2,0.2,1.5,1.5,10.1,,8.06
216,2005,DET,Jason Maxiell,Career,Cincinnati,,129.0,95.0,27.6,4.4,8.6,0.507,4.3,8.5,0.509,0.0,0.1,0.28600000000000003,3.4,5.2,0.653,2.8,4.3,7.0,0.7,0.7,1.9,1.5,2.6,12.1,,6.76
217,2005,POR,Linas Kleiza,Career,Missouri,,49.0,28.0,28.7,4.7,11.3,0.413,3.9,8.6,0.45299999999999996,0.8,2.8,0.287,4.3,6.1,0.7070000000000001,2.5,5.4,7.9,1.3,0.6,0.3,2.4,2.9,14.4,,9.14
218,2005,MIA,Wayne Simien,Career,Kansas,,106.0,69.0,26.6,5.5,9.9,0.5579999999999999,5.5,9.7,0.5660000000000001,0.1,0.2,0.24,3.9,5.0,0.784,2.8,5.5,8.3,0.9,0.7,0.7,1.7,2.3,15.0,,10.04
220,2005,ATL,Salim Stoudamire,Career,Arizona,,129.0,117.0,29.8,4.8,10.1,0.47100000000000003,2.1,4.3,0.488,2.7,5.8,0.45799999999999996,3.0,3.5,0.87,0.4,1.8,2.2,2.0,0.8,0.1,2.0,2.2,15.2,,9.02
221,2005,LAC,Daniel Ewing,Career,Duke,,138.0,79.0,27.7,3.9,9.0,0.43200000000000005,2.3,5.0,0.46399999999999997,1.6,4.0,0.392,2.2,2.9,0.746,0.8,1.9,2.8,2.1,1.4,0.2,1.9,2.6,11.6,,9.61
222,2005,NOH,Brandon Bass,Career,LSU,,59.0,58.0,34.2,5.1,9.5,0.54,4.8,8.7,0.5539999999999999,0.3,0.8,0.37799999999999995,4.6,5.8,0.78,2.6,5.6,8.2,0.7,0.8,1.8,1.8,2.2,15.1,,7.18
223,2005,LAL,Ronny Turiaf,Career,Gonzaga,,127.0,73.0,25.5,4.2,8.2,0.518,4.2,8.0,0.524,0.0,0.1,0.222,5.1,7.1,0.715,2.1,4.7,6.8,1.0,0.5,1.4,2.1,2.9,13.6,,3.06
224,2005,ORL,Travis Diener,Career,Marquette,,120.0,89.0,31.4,4.3,10.2,0.41600000000000004,1.9,4.5,0.42,2.4,5.7,0.413,3.2,3.8,0.8370000000000001,0.5,2.6,3.1,5.1,1.3,0.1,1.9,2.1,14.1,,5.22
225,2005,LAL,Von Wafer,Career,Florida State,,61.0,22.0,21.6,3.5,8.7,0.405,1.7,3.8,0.457,1.8,4.9,0.365,1.3,1.9,0.669,0.4,1.8,2.2,1.4,0.9,0.2,1.4,1.4,10.1,,8.65
226,2005,GSW,Chris Taft,Career,Pitt,,65.0,53.0,26.0,4.9,8.7,0.569,4.9,8.7,0.569,0.0,0.0,,2.1,3.7,0.564,3.1,4.4,7.5,1.1,0.4,1.7,1.4,1.5,12.0,,6.11
227,2005,MIN,Bracey Wright,Career,Indiana,,85.0,85.0,35.7,5.5,13.6,0.405,3.3,7.4,0.451,2.2,6.3,0.35,4.4,5.7,0.7759999999999999,1.3,3.8,5.1,2.4,0.9,0.6,2.3,1.8,17.6,,9.25
228,2005,BOS,Ryan Gomes,Career,Providence,,116.0,115.0,35.1,6.8,13.0,0.519,6.1,11.0,0.5489999999999999,0.7,2.0,0.35200000000000004,4.2,5.3,0.789,3.3,5.5,8.9,2.3,1.6,0.4,2.3,2.1,18.4,,7.36
229,2005,UTA,Robert Whaley,Career,Cincinnati,,22.0,3.0,13.0,2.2,6.3,0.348,2.2,6.2,0.35,0.0,0.0,0.0,1.4,2.1,0.66,1.0,1.4,2.5,0.6,0.3,0.4,1.1,2.1,5.8,,6.28
230,2005,BOS,Orien Greene,Career,Overall,,104.0,58.0,24.7,2.5,6.1,0.409,1.5,3.1,0.497,0.9,3.0,0.316,1.1,1.6,0.726,0.9,2.5,3.4,3.1,2.0,0.3,2.1,2.8,7.0,,4.55
231,2005,NYK,Dijon Thompson,Career,UCLA,,117.0,72.0,27.8,4.6,10.0,0.46399999999999997,3.5,6.8,0.51,1.1,3.1,0.36200000000000004,2.1,2.7,0.7809999999999999,1.4,3.3,4.7,2.0,1.1,0.3,2.4,1.8,12.5,,8.61
232,2005,SEA,Lawrence Roberts,Career,Overall,,118.0,117.0,31.4,5.5,12.1,0.45799999999999996,5.0,10.4,0.484,0.5,1.7,0.302,4.9,7.4,0.659,3.5,6.5,9.9,1.5,1.6,0.9,2.4,2.4,16.5,,5.66
233,2005,DET,Alex Acker,Career,Pepperdine,,88.0,80.0,34.4,5.1,11.2,0.457,3.7,7.9,0.47600000000000003,1.4,3.3,0.41100000000000003,2.9,3.5,0.823,1.5,4.1,5.6,2.8,1.5,0.4,2.6,1.9,14.5,,1.8
235,2006,CHA,Adam Morrison,Career,Gonzaga,,95.0,62.0,30.6,7.0,14.0,0.503,5.7,10.3,0.551,1.3,3.7,0.368,4.2,5.5,0.7609999999999999,1.3,3.8,5.1,2.0,0.7,0.4,1.7,1.7,19.7,,4.24
236,2006,POR,Tyrus Thomas,Career,LSU,,32.0,21.0,25.9,4.8,7.8,0.608,4.7,7.8,0.606,0.0,0.0,1.0,2.8,4.3,0.657,2.8,6.4,9.2,1.3,1.0,3.1,1.8,2.6,12.3,,8.77
237,2006,ATL,Shelden Williams,Career,Duke,,139.0,128.0,28.1,4.9,8.6,0.5720000000000001,4.9,8.6,0.574,0.0,0.1,0.33299999999999996,4.0,5.7,0.6940000000000001,3.2,5.9,9.1,0.9,1.2,3.0,2.3,3.1,13.9,,9.51
239,2006,BOS,Randy Foye,Career,Villanova,,131.0,128.0,31.3,5.2,13.1,0.39899999999999997,3.6,8.1,0.441,1.6,4.9,0.32899999999999996,3.0,3.8,0.7809999999999999,1.4,3.4,4.8,3.2,1.5,0.4,2.9,2.7,15.0,,8.37
240,2006,HOU,Rudy Gay,Career,UConn,,64.0,59.0,29.8,5.0,10.8,0.461,4.1,8.5,0.483,0.9,2.3,0.37799999999999995,2.8,3.8,0.721,1.9,4.0,5.9,1.8,1.3,1.7,2.2,2.3,13.6,,7.1
241,2006,GSW,Patrick O'Bryant,Career,Bradley,,52.0,47.0,24.3,4.6,8.4,0.5539999999999999,4.6,8.4,0.5539999999999999,0.0,0.0,,2.4,3.4,0.687,2.6,5.3,7.8,0.7,0.9,2.8,1.9,3.1,11.6,,4.97
242,2006,ORL,J.J. Redick,Career,Duke,,139.0,134.0,34.0,5.9,13.7,0.433,2.6,5.6,0.47200000000000003,3.3,8.1,0.406,4.8,5.2,0.912,0.5,2.2,2.7,2.2,1.1,0.1,2.1,1.6,19.9,,9.51
243,2006,NOK,Hilton Armstrong,Career,UConn,,131.0,56.0,15.1,1.7,3.1,0.563,1.7,3.1,0.565,0.0,0.0,0.33299999999999996,1.2,2.1,0.578,1.3,2.6,3.9,0.6,0.3,1.5,1.2,2.1,4.7,,7.4
244,2006,UTA,Ronnie Brewer,Career,Arkansas,,90.0,88.0,33.0,5.5,11.9,0.462,4.3,8.5,0.511,1.2,3.4,0.34,3.6,5.4,0.6709999999999999,1.7,3.4,5.0,3.3,2.4,0.5,2.3,1.7,15.7,,5.35
245,2006,NOK,Cedric Simmons,Career,NC State,,63.0,33.0,18.9,2.7,4.8,0.565,2.7,4.7,0.5660000000000001,0.0,0.1,0.5,2.3,3.5,0.652,1.3,2.9,4.1,1.1,0.4,1.8,1.3,2.5,7.7,,7.4
246,2006,CHI,Rodney Carney,Career,Memphis,,133.0,101.0,27.6,5.0,11.9,0.415,2.8,6.0,0.46799999999999997,2.2,6.0,0.36200000000000004,2.2,3.1,0.7170000000000001,1.5,3.4,4.9,1.2,1.0,1.0,1.4,2.1,14.3,,5.22
247,2006,IND,Shawne Williams,Career,Memphis,,36.0,34.0,27.8,4.3,10.4,0.41600000000000004,3.0,6.1,0.489,1.3,4.3,0.312,3.2,4.0,0.7859999999999999,1.7,4.4,6.2,1.9,1.4,1.4,2.3,2.9,13.2,,4.24
248,2006,SAC,Quincy Douby,Career,Rutgers,,95.0,64.0,32.1,6.1,14.1,0.43200000000000005,3.5,7.3,0.473,2.6,6.8,0.389,2.9,3.6,0.82,0.7,2.2,2.9,2.7,1.3,0.7,2.2,1.8,17.8,,6.93
249,2006,NYK,Renaldo Balkman,Career,South Carolina,,104.0,40.0,21.1,3.0,5.5,0.5529999999999999,2.9,5.0,0.581,0.2,0.5,0.29100000000000004,1.2,2.2,0.5329999999999999,2.1,3.2,5.3,1.7,1.2,1.1,1.7,2.1,7.4,,7.11
251,2006,NJN,Marcus Williams,Career,UConn,,70.0,51.0,27.9,2.9,7.2,0.402,2.1,5.2,0.413,0.8,2.1,0.375,2.4,3.0,0.7909999999999999,0.7,2.6,3.2,7.3,1.0,0.2,3.2,1.7,9.0,,7.32
252,2006,NJN,Josh Boone,Career,UConn,,103.0,100.0,25.9,3.7,6.4,0.578,3.7,6.4,0.578,0.0,0.0,,1.9,3.4,0.5589999999999999,3.1,3.8,7.0,0.8,0.5,2.2,1.3,1.9,9.3,,7.32
254,2006,CLE,Shannon Brown,Career,Michigan State,,97.0,89.0,28.0,4.3,9.4,0.457,3.2,6.3,0.503,1.1,3.1,0.364,2.5,3.0,0.831,1.0,2.4,3.4,1.9,1.3,0.1,2.0,1.9,12.2,,7.69
255,2006,LAL,Jordan Farmar,Career,UCLA,,66.0,66.0,32.2,4.4,10.8,0.41,3.0,6.4,0.46299999999999997,1.5,4.4,0.33299999999999996,3.0,4.0,0.76,0.6,2.4,3.0,5.2,1.2,0.2,3.8,2.1,13.3,,7.68
256,2006,DAL,Maurice Ager,Career,Michigan State,,124.0,73.0,25.6,4.2,9.6,0.441,2.6,5.3,0.49200000000000005,1.6,4.3,0.38,2.5,3.2,0.775,0.8,2.6,3.4,1.5,0.5,0.3,1.7,1.9,12.5,,8.19
257,2006,NYK,Mardy Collins,Career,Temple,,125.0,124.0,37.5,5.7,14.4,0.39899999999999997,4.3,9.4,0.457,1.5,5.0,0.292,2.4,3.9,0.624,1.2,3.3,4.6,3.2,2.3,0.2,2.0,2.3,15.4,,5.33
258,2006,POR,James White,Career,Overall,,123.0,87.0,27.1,3.5,7.8,0.444,2.5,4.9,0.508,1.0,2.9,0.336,2.4,3.0,0.784,1.0,3.2,4.2,2.6,1.0,0.6,2.0,2.2,10.3,,7.45
259,2006,HOU,Steve Novak,Career,Marquette,,126.0,89.0,27.0,3.8,8.4,0.456,1.0,2.3,0.44299999999999995,2.8,6.1,0.461,1.9,2.1,0.9309999999999999,1.0,3.2,4.2,1.0,0.5,0.1,1.1,2.0,12.4,,6.07
260,2006,ATL,Solomon Jones,Career,South Florida,,59.0,56.0,31.2,3.7,7.3,0.505,3.7,7.2,0.507,0.0,0.0,0.0,2.5,3.6,0.693,2.6,5.4,8.0,1.0,0.6,2.6,2.7,3.4,9.8,,3.34
261,2006,LAC,Paul Davis,Career,Michigan State,,130.0,97.0,25.8,4.7,8.8,0.5379999999999999,4.6,8.4,0.5489999999999999,0.1,0.4,0.271,3.7,4.8,0.763,2.1,4.9,7.0,1.4,1.1,0.7,2.1,2.6,13.2,,8.19
262,2006,TOR,P.J. Tucker,Career,Texas,,87.0,69.0,28.9,5.0,9.6,0.526,5.0,9.5,0.527,0.0,0.0,0.5,3.3,4.7,0.711,3.1,5.1,8.2,2.0,1.3,0.3,2.2,2.5,13.4,,7.65
263,2006,MIN,Craig Smith,Career,Boston College,,130.0,127.0,34.0,7.1,12.7,0.5579999999999999,7.0,12.2,0.5720000000000001,0.1,0.5,0.239,3.8,5.9,0.643,3.0,5.6,8.6,1.9,1.3,0.8,2.3,2.9,18.1,,6.73
265,2006,MIL,David Noel,Career,UNC,,127.0,51.0,23.2,2.7,5.2,0.532,2.2,3.7,0.6,0.5,1.4,0.354,0.9,1.6,0.5870000000000001,1.6,2.7,4.3,1.9,1.1,0.5,1.7,2.0,6.9,,10.19
266,2006,SEA,Denham Brown,Career,UConn,,135.0,96.0,24.1,3.4,7.9,0.429,2.5,5.3,0.466,0.9,2.7,0.354,1.6,2.1,0.7759999999999999,1.1,2.9,3.9,1.3,0.7,0.2,1.5,1.5,9.4,,7.4
267,2006,ORL,James Augustine,Career,Illinois,,137.0,134.0,27.1,3.9,6.3,0.617,3.9,6.2,0.623,0.0,0.1,0.33299999999999996,2.3,3.3,0.687,2.6,4.9,7.5,1.1,1.0,1.0,1.5,2.6,10.1,,7.15
268,2006,CLE,Daniel Gibson,Career,Texas,,68.0,68.0,33.0,4.3,10.5,0.41100000000000003,1.8,3.9,0.451,2.6,6.6,0.387,2.5,3.4,0.741,0.8,2.8,3.6,3.5,1.5,0.3,2.4,2.5,13.8,,7.28
269,2006,IND,Alexander Johnson,Career,Florida State,,92.0,73.0,21.0,3.3,6.4,0.52,3.2,6.0,0.535,0.1,0.4,0.308,3.0,4.5,0.667,1.7,3.5,5.2,0.7,0.9,0.7,2.6,2.9,9.8,,7.38
270,2006,UTA,Dee Brown,Career,Illinois,,137.0,136.0,34.3,4.7,11.0,0.42200000000000004,2.5,5.0,0.498,2.2,6.1,0.36,1.7,2.4,0.725,0.8,2.5,3.3,4.9,1.7,0.1,2.1,1.9,13.2,,7.15
272,2006,DEN,Leon Powe,Career,California,,54.0,53.0,32.5,5.9,12.0,0.49200000000000005,5.9,11.9,0.495,0.1,0.2,0.3,5.9,8.8,0.672,3.4,6.4,9.8,1.1,0.8,0.6,2.2,2.4,17.8,,7.75
273,2006,CHA,Ryan Hollins,Career,UCLA,,113.0,61.0,20.2,2.0,3.5,0.575,2.0,3.5,0.574,0.0,0.0,1.0,1.7,2.9,0.591,1.6,2.5,4.0,0.4,0.2,0.9,1.4,2.4,5.7,,7.98
274,2006,LAC,Guillermo Díaz,Career,Miami (FL),,93.0,81.0,32.6,5.5,12.4,0.44799999999999995,3.7,7.5,0.493,1.9,4.9,0.38,2.9,3.9,0.74,0.9,2.5,3.4,2.6,1.3,0.3,2.1,1.8,15.9,,6.02
275,2006,NJN,Hassan Adams,Career,Arizona,,130.0,100.0,27.8,5.8,11.6,0.499,5.2,9.7,0.535,0.6,1.9,0.311,1.9,2.7,0.7040000000000001,2.5,3.0,5.4,2.0,1.8,0.7,2.0,2.0,14.0,,8.42
276,2006,DAL,J.R. Pinnock,Career,George Washington,,89.0,44.0,27.9,4.8,10.0,0.484,4.1,7.8,0.5329999999999999,0.7,2.2,0.308,2.3,3.1,0.746,1.6,2.9,4.6,2.1,1.8,0.6,2.0,2.1,12.6,,1.61
277,2006,DET,Will Blalock,Career,Iowa State,,93.0,92.0,34.3,4.2,10.0,0.42100000000000004,3.2,7.1,0.445,1.1,2.9,0.365,2.1,2.9,0.7190000000000001,0.6,2.5,3.1,5.0,1.9,0.1,2.5,1.6,11.6,,7.92
278,2007,POR,Greg Oden,Career,Ohio State,,32.0,31.0,28.9,5.9,9.6,0.616,5.9,9.6,0.616,0.0,0.0,,3.8,6.1,0.628,3.5,6.0,9.6,0.7,0.6,3.3,2.0,2.7,15.7,,9.03
282,2007,BOS,Jeff Green,Career,Georgetown,,102.0,102.0,33.2,4.8,9.7,0.488,3.9,7.3,0.531,0.9,2.4,0.359,2.7,3.9,0.7,2.1,4.4,6.5,3.1,0.9,1.2,2.5,2.5,13.1,,7.65
283,2007,MIN,Corey Brewer,Career,Florida,,108.0,106.0,27.2,4.0,8.2,0.48,3.0,5.7,0.536,0.9,2.6,0.35600000000000004,2.5,3.6,0.708,1.3,3.0,4.3,2.8,1.6,0.4,2.3,2.2,11.3,,6.65
284,2007,CHA,Brandan Wright,Career,UNC,,37.0,37.0,27.4,6.2,9.5,0.6459999999999999,6.2,9.5,0.6459999999999999,0.0,0.0,,2.4,4.2,0.5670000000000001,2.1,4.1,6.2,1.0,1.0,1.8,1.6,1.5,14.7,,9.3
286,2007,SAC,Spencer Hawes,Career,Washington,,31.0,24.0,28.9,6.2,11.7,0.532,6.2,11.6,0.5329999999999999,0.0,0.1,0.33299999999999996,2.4,3.2,0.755,2.0,4.4,6.4,1.9,0.5,1.7,2.5,2.3,14.9,,6.5
287,2007,ATL,Acie Law,Career,Texas A&M,,122.0,106.0,30.8,5.0,10.6,0.466,4.0,8.0,0.502,0.9,2.6,0.35700000000000004,2.8,3.7,0.76,0.5,2.6,3.1,4.5,1.3,0.0,2.5,2.6,13.7,,4.53
288,2007,PHI,Thaddeus Young,Career,Georgia Tech,,31.0,31.0,29.6,5.7,11.9,0.478,4.5,8.9,0.498,1.3,3.0,0.419,1.7,2.3,0.743,2.3,2.5,4.9,2.0,1.3,0.4,2.2,2.0,14.4,,9.36
289,2007,NOK,Julian Wright,Career,Kansas,,71.0,52.0,24.1,4.4,8.0,0.555,4.4,7.7,0.565,0.0,0.2,0.188,1.5,2.5,0.591,2.1,4.2,6.3,2.0,1.2,1.3,2.2,2.1,10.4,,7.23
290,2007,LAC,Al Thornton,Career,Florida State,,124.0,69.0,22.0,4.4,8.3,0.528,3.9,7.2,0.5429999999999999,0.5,1.2,0.43799999999999994,3.0,4.2,0.701,2.1,3.1,5.2,0.7,0.8,0.6,1.7,2.3,12.3,,7.69
291,2007,DET,Rodney Stuckey,Career,Eastern Washington,,59.0,59.0,33.1,8.1,17.1,0.47200000000000003,6.4,11.9,0.54,1.7,5.2,0.317,6.5,8.1,0.8059999999999999,1.1,3.6,4.7,4.8,2.3,0.3,3.5,2.4,24.4,,-1.48
292,2007,WAS,Nick Young,Career,USC,,96.0,90.0,31.1,5.8,11.9,0.484,4.8,9.2,0.518,1.0,2.7,0.368,3.0,3.9,0.764,1.7,3.3,5.1,1.4,0.8,0.3,2.1,2.5,15.5,,6.92
293,2007,NJN,Sean Williams,Career,Boston College,,69.0,15.0,20.5,2.0,3.5,0.5770000000000001,2.0,3.5,0.5770000000000001,0.0,0.0,,1.5,2.4,0.605,1.6,2.6,4.2,0.6,0.6,2.8,1.2,2.7,5.5,,7.24
294,2007,LAL,Javaris Crittenton,Career,Georgia Tech,,32.0,31.0,31.3,4.9,11.0,0.45,3.8,7.8,0.488,1.1,3.2,0.35600000000000004,3.4,4.3,0.7829999999999999,0.9,2.8,3.7,5.8,2.0,0.1,3.9,2.1,14.4,,9.36
295,2007,MIA,Jason Smith,Career,Colorado State,,87.0,70.0,27.9,5.2,9.6,0.5479999999999999,5.1,9.3,0.556,0.1,0.3,0.308,4.1,5.5,0.7509999999999999,2.6,5.3,7.9,2.0,0.5,1.7,3.1,3.3,14.7,,3.95
296,2007,PHI,Daequan Cook,Career,Ohio State,,39.0,1.0,19.7,3.6,8.1,0.445,2.2,4.8,0.465,1.4,3.3,0.415,1.2,1.7,0.6970000000000001,0.7,3.6,4.3,1.0,0.7,0.3,1.4,1.7,9.8,,9.03
297,2007,CHA,Jared Dudley,Career,Boston College,,130.0,130.0,36.4,5.3,10.5,0.504,4.4,8.0,0.5479999999999999,0.9,2.5,0.365,4.4,6.0,0.731,2.9,4.3,7.2,3.0,1.4,0.3,2.1,1.9,15.9,,7.22
298,2007,NYK,Wilson Chandler,Career,DePaul,,59.0,52.0,31.1,5.1,11.4,0.445,4.3,8.8,0.48700000000000004,0.8,2.6,0.303,2.0,3.0,0.659,1.9,5.2,7.1,1.2,0.7,1.5,1.8,2.9,12.9,,8.64
299,2007,UTA,Morris Almond,Career,Rice,,121.0,56.0,27.1,5.2,10.5,0.49200000000000005,3.9,7.6,0.514,1.3,2.9,0.435,3.5,4.2,0.8240000000000001,1.0,2.5,3.5,1.0,0.7,0.5,2.2,1.7,15.1,,2.25
300,2007,HOU,Aaron Brooks,Career,Oregon,,115.0,110.0,32.7,4.3,10.1,0.43,2.6,5.4,0.479,1.8,4.8,0.374,2.7,3.2,0.8340000000000001,0.7,2.7,3.5,4.1,1.1,0.1,2.6,2.3,13.1,,6.68
301,2007,DET,Arron Afflalo,Career,UCLA,,104.0,103.0,32.7,5.0,10.9,0.457,3.0,5.5,0.539,2.0,5.4,0.373,2.8,3.6,0.7809999999999999,0.6,2.8,3.5,1.9,0.6,0.2,2.0,2.1,14.8,,8.4
