,Year,Team,Player,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,SOS
302,2007,PHO,Alando Tucker,Career,Wisconsin,,134.0,126.0,32.1,6.0,12.4,0.48,5.2,10.0,0.522,0.8,2.5,0.307,3.9,6.1,0.636,2.3,3.4,5.7,1.6,0.8,0.2,1.7,1.6,16.5,,7.56
303,2007,SEA,Carl Landry,Career,Purdue,,64.0,63.0,29.9,6.3,10.5,0.602,6.1,9.8,0.628,0.2,0.7,0.233,5.6,7.9,0.7140000000000001,3.0,4.0,7.1,1.2,1.0,0.8,2.9,3.0,18.4,,8.86
304,2007,BOS,Gabe Pruitt,Career,USC,,80.0,70.0,32.4,4.5,10.2,0.43799999999999994,2.2,4.5,0.496,2.2,5.7,0.39299999999999996,2.6,3.3,0.778,0.6,2.5,3.1,3.5,2.0,0.2,2.4,2.3,13.8,,6.92
305,2007,SAS,Marcus Williams,Career,Arizona,,63.0,54.0,30.8,5.6,11.9,0.475,4.8,9.5,0.504,0.8,2.4,0.35600000000000004,2.6,3.7,0.71,2.0,3.7,5.6,2.0,1.0,0.7,2.2,2.0,14.7,,10.42
306,2007,DAL,Nick Fazekas,Career,Nevada,,131.0,119.0,30.1,6.9,12.9,0.532,6.0,10.3,0.579,0.9,2.6,0.341,4.2,5.1,0.815,2.5,7.1,9.6,1.3,0.7,1.5,1.7,2.0,18.8,,3.05
307,2007,SEA,Glen Davis,Career,LSU,,95.0,92.0,32.0,6.0,12.0,0.496,5.7,11.1,0.51,0.3,0.9,0.31,4.5,6.5,0.6940000000000001,3.8,5.8,9.6,1.5,1.1,1.2,2.4,2.6,16.7,,7.99
308,2007,GSW,Jermareo Davidson,Career,Alabama,,126.0,121.0,28.7,3.8,8.1,0.467,3.7,7.9,0.47100000000000003,0.0,0.2,0.21100000000000002,2.5,3.5,0.7170000000000001,2.2,5.1,7.3,1.0,0.5,1.8,1.5,2.1,10.1,,7.83
309,2007,POR,Josh McRoberts,Career,Duke,,69.0,63.0,29.7,4.0,7.5,0.54,3.9,7.0,0.5589999999999999,0.1,0.5,0.278,2.5,3.8,0.664,1.9,4.6,6.5,2.4,1.2,1.9,1.9,2.8,10.8,,9.63
310,2007,MIN,Chris Richard,Career,Florida,,141.0,4.0,15.6,2.0,3.0,0.665,2.0,3.0,0.665,0.0,0.0,,0.9,1.4,0.631,1.1,2.0,3.2,0.3,0.3,0.4,1.0,2.2,4.9,,7.28
311,2007,POR,Derrick Byars,Career,Overall,,126.0,98.0,26.3,3.9,8.5,0.463,2.4,4.5,0.521,1.6,4.0,0.397,1.5,2.2,0.698,1.2,2.5,3.7,2.2,0.9,0.2,1.9,2.3,11.0,,8.4
312,2007,NOK,Adam Haluska,Career,Overall,,129.0,129.0,32.0,4.6,10.9,0.424,2.7,5.4,0.489,2.0,5.4,0.359,3.3,3.9,0.837,0.7,3.5,4.2,1.9,1.1,0.3,1.6,2.1,14.4,,7.13
313,2007,ORL,Reyshawn Terry,Career,UNC,,126.0,66.0,14.4,2.5,5.1,0.485,1.7,3.2,0.526,0.8,2.0,0.419,1.5,2.1,0.75,1.0,2.5,3.5,0.9,0.6,0.5,1.4,1.7,7.3,,9.94
314,2007,LAC,Jared Jordan,Career,Marist,,117.0,108.0,34.6,4.7,10.5,0.446,3.3,6.4,0.521,1.3,4.0,0.326,2.5,3.6,0.7020000000000001,1.2,3.6,4.8,6.9,1.4,0.1,2.8,1.8,13.1,,-3.38
315,2007,GSW,Stéphane Lasme,Career,UMass,,118.0,90.0,24.2,3.2,5.4,0.595,3.2,5.4,0.595,0.0,0.0,,2.2,3.5,0.622,2.8,3.6,6.4,0.9,0.7,3.4,1.8,3.1,8.6,,1.93
316,2007,WAS,Dominic McGuire,Career,Overall,,86.0,59.0,25.0,3.3,7.2,0.462,3.0,6.0,0.5,0.3,1.1,0.253,1.8,3.2,0.556,1.7,4.6,6.3,2.0,0.6,1.9,2.4,2.3,8.7,,4.16
317,2007,CHI,Aaron Gray,Career,Pitt,,113.0,68.0,20.9,3.8,7.0,0.55,3.8,7.0,0.55,0.0,0.0,,2.1,3.6,0.595,2.5,4.5,7.0,1.3,0.4,1.2,1.6,2.1,9.8,,6.94
318,2007,CHI,JamesOn Curry,Career,Oklahoma State,,101.0,83.0,32.0,4.7,10.7,0.43700000000000006,2.7,5.9,0.46399999999999997,2.0,4.8,0.40399999999999997,2.2,2.9,0.758,0.5,2.4,2.9,3.5,1.0,0.2,2.8,2.0,13.5,,7.56
319,2007,POR,Taurean Green,Career,Florida,,111.0,79.0,29.2,2.9,7.1,0.401,1.2,2.8,0.419,1.7,4.3,0.389,3.2,3.7,0.857,0.3,1.9,2.2,3.6,1.1,0.1,2.5,1.6,10.6,,6.65
320,2007,POR,Demetris Nichols,Career,Syracuse,,123.0,93.0,25.8,3.8,9.0,0.423,2.2,4.4,0.493,1.7,4.7,0.358,1.6,2.1,0.752,1.2,3.0,4.1,1.1,1.0,0.8,1.5,2.0,10.9,,7.27
321,2007,UTA,Herbert Hill,Career,Providence,,99.0,63.0,19.8,4.1,6.7,0.614,4.1,6.7,0.615,0.0,0.0,0.0,1.4,2.5,0.5660000000000001,2.1,3.1,5.2,0.9,0.8,1.9,1.6,2.2,9.7,,7.86
322,2007,MIL,Ramon Sessions,Career,Nevada,,97.0,94.0,29.2,3.2,7.6,0.41700000000000004,2.9,6.7,0.43,0.3,0.8,0.313,2.2,3.0,0.74,1.0,3.2,4.2,4.9,1.2,0.1,2.6,1.3,8.8,,2.12
323,2007,DET,Sammy Mejia,Career,DePaul,,123.0,117.0,31.2,4.5,9.8,0.457,3.6,7.0,0.51,0.9,2.9,0.32799999999999996,2.2,3.4,0.659,1.7,3.2,4.8,3.2,1.0,0.2,2.2,2.0,12.1,,7.07
324,2007,PHO,D.J. Strawberry,Career,Maryland,,111.0,72.0,26.9,3.6,7.8,0.461,3.0,5.9,0.503,0.6,1.9,0.33,2.3,3.7,0.64,1.0,2.3,3.3,2.9,1.8,0.4,2.2,2.4,10.1,,8.47
326,2008,MIA,Michael Beasley,Career,Kansas State,,33.0,33.0,31.5,9.3,17.5,0.532,8.2,14.6,0.562,1.1,2.9,0.379,6.5,8.5,0.774,4.0,8.4,12.4,1.2,1.3,1.6,2.9,2.6,26.2,,7.79
327,2008,MIN,O.J. Mayo,Career,USC,,33.0,32.0,36.8,7.2,16.2,0.442,4.5,9.7,0.46399999999999997,2.7,6.5,0.409,3.7,4.6,0.8029999999999999,1.1,3.5,4.5,3.3,1.5,0.4,3.5,2.4,20.7,,8.59
330,2008,LAC,Eric Gordon,Career,Indiana,,32.0,32.0,34.7,5.8,13.3,0.433,3.6,6.8,0.525,2.2,6.5,0.337,7.2,8.7,0.8340000000000001,0.7,2.5,3.3,2.4,1.3,0.6,3.6,2.2,20.9,,6.08
331,2008,MIL,Joe Alexander,Career,West Virginia,,82.0,70.0,25.3,4.5,10.0,0.447,3.9,7.9,0.488,0.6,2.1,0.295,2.5,3.3,0.765,1.5,3.3,4.8,2.0,0.6,1.2,1.8,2.2,12.1,,7.04
332,2008,CHA,D.J. Augustin,Career,Texas,,73.0,73.0,36.5,5.4,12.2,0.44299999999999995,3.8,8.2,0.46299999999999997,1.6,4.1,0.402,4.4,5.5,0.8079999999999999,0.6,2.3,2.9,6.2,1.4,0.0,3.0,1.9,16.9,,7.35
334,2008,IND,Jerryd Bayless,Career,Arizona,,30.0,30.0,35.7,5.8,12.6,0.45799999999999996,3.8,7.8,0.489,2.0,4.8,0.40700000000000003,6.2,7.4,0.8390000000000001,0.4,2.3,2.7,4.0,1.0,0.1,3.0,2.2,19.7,,10.22
335,2008,SAC,Jason Thompson,Career,Rider,,122.0,112.0,32.1,6.2,11.8,0.526,6.0,11.0,0.544,0.2,0.8,0.29100000000000004,4.0,6.0,0.667,3.0,6.6,9.6,2.0,0.9,1.9,2.6,3.0,16.7,,-3.38
336,2008,POR,Brandon Rush,Career,Kansas,,109.0,101.0,31.3,4.9,10.9,0.449,3.0,6.6,0.45799999999999996,1.9,4.3,0.435,1.8,2.5,0.733,1.5,4.0,5.5,2.0,0.7,0.8,2.1,1.5,13.6,,7.56
337,2008,GSW,Anthony Randolph,Career,LSU,,31.0,31.0,32.8,5.9,12.7,0.46399999999999997,5.8,12.1,0.483,0.1,0.6,0.105,3.7,5.4,0.693,2.8,5.7,8.5,1.2,1.1,2.3,3.0,2.7,15.6,,5.66
338,2008,PHO,Robin Lopez,Career,Stanford,,67.0,61.0,24.3,3.5,6.9,0.511,3.5,6.9,0.511,0.0,0.0,0.5,1.9,3.1,0.612,2.6,3.1,5.6,0.8,0.3,2.3,1.6,2.5,9.0,,8.01
339,2008,PHI,Marreese Speights,Career,Florida,,69.0,36.0,15.4,4.0,6.2,0.633,4.0,6.2,0.633,0.0,0.0,,1.6,2.3,0.688,1.9,3.6,5.4,0.5,0.3,0.9,1.1,1.7,9.5,,6.16
341,2008,WAS,JaVale McGee,Career,Nevada,,66.0,31.0,18.7,3.5,6.5,0.542,3.3,5.9,0.563,0.2,0.7,0.35600000000000004,1.4,2.7,0.514,1.7,3.0,4.8,0.3,0.5,1.8,1.6,2.0,8.7,,0.49
342,2008,CLE,J.J. Hickson,Career,NC State,,31.0,26.0,28.7,5.3,8.9,0.591,5.3,8.9,0.593,0.0,0.0,0.0,4.3,6.3,0.677,2.6,5.9,8.5,1.0,0.7,1.5,2.7,1.9,14.8,,9.06
343,2008,NJN,Ryan Anderson,Career,California,,66.0,66.0,33.0,6.3,13.1,0.484,4.5,8.5,0.532,1.8,4.7,0.396,4.2,5.0,0.841,2.7,6.3,9.0,1.0,0.5,0.5,1.8,2.5,18.7,,8.56
344,2008,ORL,Courtney Lee,Career,Western Kentucky,,127.0,127.0,31.2,6.3,13.6,0.46399999999999997,4.4,8.8,0.498,1.9,4.8,0.401,3.1,3.7,0.8170000000000001,1.7,3.5,5.2,2.2,1.9,0.6,2.5,2.5,17.6,,-1.08
345,2008,UTA,Kosta Koufos,Career,Ohio State,,37.0,35.0,27.1,6.0,11.8,0.508,5.4,10.1,0.535,0.6,1.7,0.349,1.8,2.7,0.68,2.6,4.0,6.7,0.5,0.4,1.8,1.5,2.2,14.4,,7.97
346,2008,SAS,George Hill,Career,IUPUI,,95.0,87.0,33.3,5.6,10.7,0.529,4.7,8.3,0.565,0.9,2.3,0.40399999999999997,4.8,6.1,0.785,1.9,3.8,5.8,3.3,1.6,0.3,2.5,2.8,17.0,,-3.26
347,2008,NOH,Darrell Arthur,Career,Kansas,,78.0,46.0,21.9,4.7,8.7,0.541,4.7,8.5,0.552,0.0,0.2,0.11800000000000001,1.8,2.7,0.6759999999999999,2.2,3.3,5.5,0.6,0.7,1.4,1.6,2.8,11.3,,7.53
348,2008,MEM,Donté Greene,Career,Syracuse,,35.0,35.0,35.8,6.2,14.9,0.418,3.7,7.4,0.49200000000000005,2.6,7.5,0.345,2.7,3.8,0.7070000000000001,1.7,5.5,7.2,2.0,1.3,1.6,2.6,2.9,17.7,,7.96
349,2008,DET,D.J. White,Career,Indiana,,99.0,97.0,30.6,5.5,9.8,0.562,5.5,9.8,0.563,0.0,0.0,0.33299999999999996,3.5,5.1,0.69,2.4,5.1,7.6,0.9,0.7,2.0,1.7,2.6,14.6,,7.95
350,2008,BOS,J.R. Giddens,Career,Overall,,122.0,105.0,29.0,5.1,10.9,0.464,3.4,6.2,0.551,1.7,4.8,0.35,1.5,2.5,0.602,1.0,4.7,5.7,1.9,1.0,0.8,1.9,1.9,13.3,,6.22
351,2008,SEA,Walter Sharpe,Career,Overall,,40.0,10.0,15.3,2.8,5.2,0.534,2.8,5.1,0.541,0.0,0.1,0.0,1.4,2.8,0.5,1.4,2.4,3.8,0.9,0.6,0.9,1.6,2.0,7.0,,4.6
352,2008,POR,Joey Dorsey,Career,Memphis,,149.0,112.0,21.7,2.7,4.4,0.614,2.7,4.4,0.614,0.0,0.0,,1.3,3.1,0.42,3.4,4.7,8.1,0.5,1.1,1.8,1.3,3.1,6.7,,4.83
353,2008,MIN,Mario Chalmers,Career,Kansas,,110.0,96.0,28.5,4.0,8.3,0.486,2.4,4.4,0.545,1.6,3.9,0.419,2.5,3.2,0.767,0.3,2.5,2.8,3.8,2.6,0.4,2.4,2.4,12.2,,7.56
355,2008,MIL,Luc Mbah a Moute,Career,UCLA,,107.0,106.0,29.5,3.4,6.8,0.503,3.2,6.0,0.545,0.2,0.9,0.215,1.7,2.5,0.6679999999999999,2.6,4.7,7.2,1.6,1.3,0.6,1.8,2.2,8.7,,8.6
356,2008,CHA,Kyle Weaver,Career,Washington State,,121.0,103.0,29.8,3.3,7.2,0.46399999999999997,3.0,5.9,0.505,0.4,1.3,0.27699999999999997,2.6,3.6,0.716,1.3,3.4,4.7,3.8,1.6,0.8,2.6,2.0,9.6,,6.88
357,2008,CHI,Sonny Weems,Career,Arkansas,,69.0,66.0,31.2,5.2,11.0,0.473,3.8,7.3,0.527,1.3,3.7,0.366,1.6,2.1,0.767,1.6,3.0,4.6,2.3,1.3,0.3,2.7,2.0,13.3,,7.74
358,2008,NJN,Chris Douglas-Roberts,Career,Memphis,,109.0,100.0,26.1,5.1,9.4,0.54,4.4,7.6,0.579,0.7,1.8,0.37200000000000005,3.3,4.6,0.725,1.2,2.4,3.7,1.7,1.0,0.4,2.0,1.9,14.2,,4.64
359,2008,SAC,Sean Singletary,Career,Virginia,,123.0,123.0,32.8,5.2,12.9,0.406,3.4,7.9,0.433,1.8,5.0,0.36200000000000004,4.7,5.5,0.846,1.0,3.0,4.0,4.8,1.6,0.1,3.3,2.7,16.9,,7.98
361,2008,SEA,Trent Plaisted,Career,BYU,,103.0,97.0,27.2,5.0,9.3,0.535,5.0,9.3,0.535,0.0,0.0,,3.4,6.1,0.547,2.2,4.4,6.7,1.2,0.4,1.0,2.1,2.9,13.3,,3.79
362,2008,WAS,Henry Walker,Career,Kansas State,,37.0,33.0,26.6,5.6,12.3,0.456,4.6,8.9,0.52,0.9,3.3,0.285,3.2,4.4,0.727,2.4,3.7,6.0,1.7,0.8,0.5,2.5,3.2,15.3,,6.66
363,2008,PHO,Malik Hairston,Career,Oregon,,117.0,115.0,31.2,5.2,10.4,0.504,4.0,7.2,0.551,1.2,3.1,0.395,2.4,3.7,0.643,2.0,3.1,5.1,2.1,0.6,0.6,2.0,2.5,14.1,,6.87
364,2008,GSW,Richard Hendrix,Career,Alabama,,95.0,86.0,28.4,5.5,9.3,0.59,5.5,9.2,0.596,0.0,0.1,0.231,2.9,4.9,0.594,3.3,5.6,8.9,1.4,0.9,1.6,1.9,2.8,14.0,,6.67
365,2008,SEA,DeVon Hardin,Career,California,,101.0,78.0,22.1,2.8,5.3,0.517,2.8,5.3,0.517,0.0,0.0,,1.9,3.1,0.609,1.8,4.6,6.4,0.4,0.4,1.3,1.1,2.7,7.4,,7.98
366,2008,DAL,Shan Foster,Career,Vanderbilt,,132.0,122.0,30.2,5.3,11.2,0.47100000000000003,2.5,4.6,0.5429999999999999,2.8,6.6,0.42100000000000004,1.9,2.4,0.7909999999999999,1.1,2.9,3.9,1.7,0.8,0.3,1.5,1.6,15.2,,7.04
367,2008,MIA,Darnell Jackson,Career,Kansas,,125.0,39.0,16.6,2.5,4.3,0.58,2.5,4.2,0.583,0.0,0.0,0.33299999999999996,1.8,2.6,0.685,1.7,3.2,4.9,0.5,0.5,0.4,1.0,1.8,6.8,,8.38
368,2008,HOU,Maarty Leunen,Career,Oregon,,127.0,91.0,27.9,3.3,6.5,0.503,2.3,3.9,0.573,1.0,2.6,0.397,2.3,3.0,0.775,1.8,5.3,7.1,1.8,1.0,0.4,1.3,2.0,9.9,,6.87
369,2008,POR,Mike Taylor,Career,Iowa State,,31.0,30.0,35.0,5.3,14.2,0.376,2.8,7.3,0.391,2.5,6.9,0.36,2.8,4.2,0.682,0.7,3.4,4.1,4.5,1.1,0.1,5.4,2.9,16.0,,5.19
370,2008,SEA,Sasha Kaun,Career,Kansas,,135.0,65.0,16.5,2.5,4.3,0.568,2.5,4.3,0.568,0.0,0.0,,1.2,2.4,0.512,1.5,2.3,3.9,0.3,0.4,1.1,0.8,2.3,6.1,,8.38
371,2008,SAS,James Gist,Career,Maryland,,130.0,89.0,24.9,4.1,8.1,0.506,3.9,7.4,0.523,0.2,0.7,0.33,2.4,3.4,0.696,1.8,4.2,6.0,1.1,0.9,1.8,1.8,2.5,10.9,,7.37
372,2008,LAL,Joe Crawford,Career,Kentucky,,127.0,76.0,25.3,4.0,9.2,0.43799999999999994,2.6,5.0,0.512,1.5,4.2,0.35,1.8,2.6,0.7020000000000001,1.2,2.2,3.4,1.5,0.5,0.2,1.6,1.9,11.3,,8.87
373,2008,DET,Deron Washington,Career,Virginia Tech,,128.0,125.0,29.3,3.9,8.4,0.467,3.6,7.1,0.498,0.4,1.3,0.294,2.8,4.5,0.616,1.9,3.5,5.4,1.5,1.2,0.9,1.7,3.1,11.0,,6.32
375,2009,MEM,Hasheem Thabeet,Career,UConn,,100.0,99.0,29.3,3.6,5.9,0.611,3.6,5.9,0.611,0.0,0.0,,3.1,5.0,0.625,3.0,5.4,8.5,0.4,0.4,4.2,1.8,2.6,10.3,,7.14
377,2009,SAC,Tyreke Evans,Career,Memphis,,37.0,35.0,29.0,6.2,13.6,0.455,5.3,10.3,0.514,0.9,3.4,0.27399999999999997,3.7,5.2,0.711,1.3,4.1,5.4,3.9,2.1,0.8,3.6,2.4,17.1,,4.63
378,2009,MIN,Jonny Flynn,Career,Syracuse,,73.0,73.0,36.5,5.6,12.2,0.46,4.2,8.1,0.525,1.4,4.2,0.33299999999999996,4.0,5.1,0.782,0.6,2.1,2.7,6.0,1.5,0.2,3.1,1.5,16.6,,8.72
380,2009,NYK,Jordan Hill,Career,Arizona,,97.0,79.0,27.0,5.1,8.8,0.578,5.1,8.8,0.578,0.0,0.0,,2.3,3.6,0.636,2.8,5.1,7.9,0.8,0.5,1.4,2.0,2.7,12.5,,9.93
382,2009,NJN,Terrence Williams,Career,Louisville,,140.0,127.0,32.2,4.1,10.3,0.4,2.7,6.0,0.457,1.4,4.4,0.32,1.5,2.6,0.589,1.5,5.5,6.9,3.9,1.5,0.6,2.4,1.9,11.2,,7.65
383,2009,CHA,Gerald Henderson,Career,Duke,,103.0,79.0,25.3,4.4,9.7,0.45799999999999996,3.8,7.6,0.493,0.7,2.0,0.32899999999999996,2.7,3.9,0.706,1.2,3.0,4.2,1.8,1.0,0.7,1.9,1.7,12.3,,9.61
384,2009,IND,Tyler Hansbrough,Career,UNC,,142.0,141.0,30.9,6.6,12.3,0.536,6.5,12.1,0.541,0.1,0.3,0.316,6.9,8.7,0.7909999999999999,3.4,5.2,8.6,1.1,1.3,0.5,2.1,2.5,20.2,,8.39
385,2009,PHO,Earl Clark,Career,Louisville,,104.0,63.0,26.7,4.0,8.6,0.467,3.5,6.8,0.512,0.5,1.8,0.298,2.0,3.2,0.64,2.1,4.9,7.0,1.7,0.9,1.2,2.1,1.7,10.6,,8.03
386,2009,DET,Austin Daye,Career,Gonzaga,,67.0,34.0,22.5,4.1,8.6,0.47700000000000004,3.2,6.4,0.495,0.9,2.2,0.42200000000000004,2.5,3.1,0.79,0.9,4.9,5.8,1.0,0.7,1.9,1.9,2.6,11.6,,2.85
387,2009,CHI,James Johnson,Career,Wake Forest,,61.0,59.0,29.9,5.8,11.2,0.515,4.9,8.4,0.5870000000000001,0.8,2.8,0.29600000000000004,2.5,3.6,0.693,2.8,5.5,8.3,1.6,1.4,1.4,2.5,3.0,14.8,,8.09
389,2009,MIN,Ty Lawson,Career,UNC,,105.0,95.0,27.0,4.4,8.5,0.517,3.3,5.9,0.568,1.1,2.6,0.40299999999999997,3.2,4.1,0.78,0.6,2.3,2.9,5.8,1.8,0.1,2.1,2.0,13.1,,8.59
391,2009,UTA,Eric Maynor,Career,VCU,,130.0,104.0,30.7,5.0,11.2,0.449,3.9,8.3,0.47700000000000004,1.1,3.0,0.37,3.9,4.9,0.7909999999999999,0.5,2.9,3.4,5.2,1.3,0.2,2.4,2.0,15.0,,-0.76
392,2009,NOH,Darren Collison,Career,UCLA,,142.0,104.0,29.2,4.0,8.3,0.475,2.8,5.7,0.494,1.2,2.7,0.435,2.5,2.9,0.851,0.4,1.8,2.3,4.1,1.6,0.1,2.4,1.4,11.5,,8.25
393,2009,DAL,Byron Mullens,Career,Ohio State,,33.0,2.0,20.3,3.6,5.7,0.638,3.6,5.7,0.642,0.0,0.0,0.0,1.6,2.8,0.5589999999999999,1.7,3.0,4.7,0.3,0.5,1.1,1.5,2.1,8.8,,8.23
394,2009,CHI,Taj Gibson,Career,USC,,105.0,104.0,32.7,4.8,8.2,0.58,4.8,8.2,0.58,0.0,0.0,,2.9,4.6,0.629,2.9,5.6,8.5,1.4,0.7,2.4,2.5,3.1,12.4,,8.54
395,2009,MEM,DeMarre Carroll,Career,Overall,,134.0,89.0,24.5,4.5,8.4,0.535,4.3,7.6,0.559,0.2,0.7,0.281,2.1,3.5,0.603,2.4,3.6,6.0,1.6,1.1,0.4,1.3,2.3,11.2,,7.11
396,2009,MIN,Wayne Ellington,Career,UNC,,115.0,112.0,28.5,5.4,11.6,0.46299999999999997,3.4,6.6,0.513,2.0,5.0,0.397,2.0,2.5,0.809,1.1,3.0,4.1,2.2,0.9,0.1,1.5,1.5,14.7,,8.59
397,2009,LAL,Toney Douglas,Career,Overall,,130.0,126.0,34.2,5.7,12.9,0.442,3.8,8.0,0.483,1.8,4.9,0.376,3.6,4.4,0.802,0.8,3.0,3.8,2.6,1.8,0.3,2.6,2.3,16.8,,7.61
398,2009,SAC,Jeff Ayres,Career,Arizona State,,126.0,120.0,30.2,4.8,8.4,0.58,4.8,8.3,0.585,0.0,0.1,0.0,2.9,3.8,0.764,2.7,4.8,7.5,0.8,0.5,1.0,1.8,3.1,12.6,,7.31
399,2009,WAS,Jermaine Taylor,Career,UCF,,122.0,60.0,25.8,5.8,12.5,0.466,3.8,7.0,0.536,2.1,5.5,0.376,2.5,3.3,0.764,1.5,2.3,3.9,1.4,0.9,0.4,2.2,1.7,16.2,,0.56
400,2009,POR,Dante Cunningham,Career,Villanova,,139.0,104.0,27.2,3.7,7.1,0.524,3.7,7.0,0.525,0.0,0.0,0.33299999999999996,2.2,3.2,0.693,2.5,3.4,5.9,1.0,1.2,0.8,1.8,2.8,9.6,,8.7
401,2009,DET,DaJuan Summers,Career,Georgetown,,101.0,98.0,27.6,3.6,8.3,0.439,2.2,4.2,0.522,1.4,4.1,0.353,2.5,3.4,0.727,1.3,3.1,4.4,1.3,1.0,0.6,2.2,2.4,11.2,,8.56
402,2009,MEM,Sam Young,Career,Pitt,,143.0,78.0,25.5,5.0,10.1,0.498,4.2,7.8,0.539,0.8,2.3,0.35600000000000004,2.4,3.4,0.6920000000000001,1.8,3.2,5.0,1.0,0.8,0.8,1.9,1.7,13.2,,8.0
403,2009,SAS,DeJuan Blair,Career,Pitt,,72.0,71.0,26.6,5.5,9.6,0.568,5.5,9.6,0.568,0.0,0.0,,2.7,4.3,0.614,4.7,6.0,10.7,1.1,1.6,1.0,1.6,2.8,13.6,,8.23
404,2009,POR,Jon Brockman,Career,Washington,,131.0,129.0,28.7,5.5,10.3,0.534,5.5,10.3,0.534,0.0,0.0,0.0,2.8,4.6,0.612,3.7,6.1,9.8,1.0,0.8,0.1,2.1,2.8,13.8,,7.16
405,2009,CHA,Derrick Brown,Career,Xavier,,106.0,72.0,25.0,3.7,6.5,0.573,3.2,5.3,0.61,0.5,1.2,0.415,2.4,3.3,0.718,1.9,3.7,5.6,1.5,0.7,0.8,1.6,2.5,10.3,,4.5
406,2009,MIL,Jodie Meeks,Career,Kentucky,,81.0,42.0,27.7,4.8,10.9,0.436,2.6,5.2,0.491,2.2,5.7,0.386,3.7,4.1,0.89,0.7,2.4,3.0,1.6,1.1,0.1,1.8,1.6,15.4,,7.77
407,2009,LAL,Patrick Beverley,Career,Arkansas,,70.0,67.0,34.1,4.1,9.7,0.42,2.1,4.6,0.46299999999999997,2.0,5.2,0.382,2.8,3.9,0.73,1.2,4.4,5.5,2.8,1.5,0.4,2.0,2.3,13.0,,7.74
408,2009,MIA,Marcus Thornton,Career,LSU,,66.0,65.0,32.7,7.1,15.6,0.455,4.5,8.9,0.51,2.5,6.7,0.382,3.7,4.8,0.7709999999999999,2.0,3.5,5.5,1.8,1.5,0.3,2.0,2.0,20.4,,4.46
409,2009,DET,Chase Budinger,Career,Arizona,,100.0,100.0,35.4,6.0,12.8,0.469,4.1,7.8,0.524,1.9,5.0,0.38299999999999995,3.1,4.0,0.782,1.4,4.4,5.8,2.8,1.3,0.4,2.1,1.8,17.0,,9.93
410,2009,MIN,Nick Calathes,Career,Florida,,72.0,71.0,33.0,5.3,11.6,0.455,3.5,6.8,0.507,1.8,4.8,0.38,3.9,5.4,0.715,1.0,4.3,5.3,6.3,1.8,0.1,3.1,2.0,16.3,,4.43
411,2009,CLE,Danny Green,Career,UNC,,145.0,39.0,19.9,3.4,7.4,0.455,2.1,4.1,0.522,1.3,3.4,0.375,1.4,1.6,0.845,1.4,2.7,4.1,1.8,1.1,1.1,1.4,1.9,9.4,,8.39
412,2009,PHO,Taylor Griffin,Career,Oklahoma,,129.0,78.0,22.3,2.3,4.9,0.46799999999999997,2.2,4.5,0.493,0.1,0.5,0.22,1.9,2.6,0.721,1.7,3.0,4.8,1.0,0.9,0.8,1.4,2.5,6.6,,7.19
413,2009,UTA,Goran Suton,Career,Michigan State,,134.0,91.0,24.0,3.3,6.2,0.521,3.1,5.8,0.536,0.2,0.5,0.348,1.4,1.8,0.753,2.3,4.3,6.6,1.6,0.8,0.7,1.8,2.4,8.1,,8.19
414,2009,SAS,Jack McClinton,Career,Overall,,125.0,106.0,31.9,5.4,12.7,0.427,2.8,6.5,0.428,2.7,6.2,0.426,3.4,3.8,0.881,0.6,2.7,3.2,2.6,0.8,0.0,2.5,2.1,16.9,,5.21
415,2009,IND,A.J. Price,Career,UConn,,99.0,91.0,29.4,4.3,10.5,0.413,2.7,6.1,0.447,1.6,4.4,0.365,2.7,3.7,0.722,0.8,2.6,3.4,4.7,1.1,0.1,2.4,1.4,13.0,,7.14
416,2009,CHA,Robert Vaden,Career,Overall,,127.0,127.0,35.1,5.3,13.2,0.405,2.3,5.3,0.44,3.0,7.8,0.382,2.2,2.7,0.808,0.9,3.7,4.6,2.6,1.2,0.3,2.7,2.3,15.8,,5.78
417,2009,POR,Patty Mills,Career,Saint Mary's,,58.0,56.0,32.7,5.6,13.4,0.415,3.4,6.8,0.499,2.2,6.7,0.331,3.0,3.7,0.8059999999999999,0.4,1.8,2.2,3.7,2.0,0.2,2.9,1.6,16.4,,0.92
418,2009,DAL,Ahman Nivins,Career,St. Joseph's,,126.0,108.0,33.0,4.9,7.8,0.627,4.9,7.8,0.628,0.0,0.0,0.0,4.5,6.1,0.733,2.8,4.7,7.6,0.5,0.7,1.3,2.2,2.7,14.2,,3.39
419,2009,BOS,Lester Hudson,Career,UT-Martin,,65.0,64.0,36.5,9.3,20.4,0.456,5.8,10.8,0.53,3.5,9.5,0.37200000000000005,4.4,5.2,0.858,2.2,5.7,7.9,4.4,2.6,0.6,3.6,2.7,26.6,,-5.64
420,2009,LAL,Chinemelu Elonu,Career,Texas A&M,,90.0,30.0,13.8,2.0,3.1,0.633,2.0,3.1,0.633,0.0,0.0,,1.2,2.0,0.578,1.6,2.7,4.4,0.2,0.2,0.9,1.1,1.7,5.1,,6.24
